ConfigurationType	ConfigurationName	ItemType	TranslationKey	Expression	Translation_ru-RU	Translation_en-US
ViewConfiguration	EndowmentChangeStatusSearchView	rootConfiguration	EndowmentChangeStatusSearchView@Title	EndowmentChangeStatusSearchView	Поиск	EndowmentChangeStatusSearchView
ViewConfiguration	EndowmentChangeStatusSearchView	actors	ClaimDirector	ClaimDirector	УУ - руководитель	ClaimDirector
ViewConfiguration	EndowmentChangeStatusSearchView	actors	MethodologyDirector	MethodologyDirector	Директор по методологии	MethodologyDirector
UiSchema	EndowmentChangeStatusSearchViewFiltersContent	ui-label	documentCode	documentCode	Номер дожития	documentCode
UiSchema	EndowmentChangeStatusSearchViewFiltersContent	ui-label	contractNumber	contractNumber	Номер договора	contractNumber
UiSchema	EndowmentChangeStatusSearchViewFiltersContent	ui-label	eventType	eventType	Тип события	eventType
UiSchema	EndowmentChangeStatusSearchViewFiltersContent	ui-label	eventReason	eventReason	Причина события	eventReason
UiSchema	EndowmentChangeStatusSearchViewFiltersContent	ui-label	risk	risk	Риск	risk
UiSchema	EndowmentChangeStatusSearchViewFiltersContent	ui-label	documentState	documentState	Статус	documentState
UiSchema	EndowmentChangeStatusSearchViewFiltersContent	ui-label	statementReceivedDateFrom	statementReceivedDateFrom	Дата поступления заявления в Общество с	statementReceivedDateFrom
UiSchema	EndowmentChangeStatusSearchViewFiltersContent	ui-label	statementReceivedDateTo	statementReceivedDateTo	Дата поступления заявления в Общество по	statementReceivedDateTo
UiSchema	EndowmentChangeStatusSearchViewFiltersContent	ui-label	statementApplicationDateFrom	statementApplicationDateFrom	Дата написания заявления клиентом с	statementApplicationDateFrom
UiSchema	EndowmentChangeStatusSearchViewFiltersContent	ui-label	statementApplicationDateTo	statementApplicationDateTo	Дата написания заявления клиентом по	statementApplicationDateTo
UiSchema	EndowmentChangeStatusSearchViewFiltersContent	ui-label	eventDateFrom	eventDateFrom	Дата события с	eventDateFrom
UiSchema	EndowmentChangeStatusSearchViewFiltersContent	ui-label	eventDateTo	eventDateTo	Дата события по	eventDateTo
UiSchema	EndowmentChangeStatusSearchViewFiltersContent	ui-label	productGroup	productGroup	Группа продуктов	productGroup
UiSchema	EndowmentChangeStatusSearchViewFiltersContent	ui-label	insuranceProduct	insuranceProduct	Продукт	insuranceProduct
UiSchema	EndowmentChangeStatusSearchViewFiltersContent	ui-label	policyHolder	policyHolder	Страхователь	policyHolder
UiSchema	EndowmentChangeStatusSearchViewResultsContent	ui-label	sendOperationsApprovalToOperationsDirectorApproval	sendOperationsApprovalToOperationsDirectorApproval	Отправить на подпись	sendOperationsApprovalToOperationsDirectorApproval
UiSchema	EndowmentChangeStatusSearchViewResultsContent	ui-label	sendOperationsDirectorApprovalToDeputyDirectorApproval	sendOperationsDirectorApprovalToDeputyDirectorApproval	Согласовать	sendOperationsDirectorApprovalToDeputyDirectorApproval
UiSchema	EndowmentChangeStatusSearchViewResultsContent	ui-label	sendOperationsDirectorApprovalToSentToPayment	sendOperationsDirectorApprovalToSentToPayment	Подписать	sendOperationsDirectorApprovalToSentToPayment
UiSchema	EndowmentChangeStatusSearchViewResultsContent	ui-label	sendDeputyDirectorApprovalToSentToPayment	sendDeputyDirectorApprovalToSentToPayment	Подписать	sendDeputyDirectorApprovalToSentToPayment
UiSchema	EndowmentChangeStatusSearchViewResultsContent	ui-label	endowmentNumber	endowmentNumber	Номер Дожития/ДИД	endowmentNumber
UiSchema	EndowmentChangeStatusSearchViewResultsContent	ui-label	documentState	documentState	Статус	documentState
UiSchema	EndowmentChangeStatusSearchViewResultsContent	ui-label	eventType	eventType	Тип события	eventType
UiSchema	EndowmentChangeStatusSearchViewResultsContent	ui-label	eventReason	eventReason	Причина события	eventReason
UiSchema	EndowmentChangeStatusSearchViewResultsContent	ui-label	riskName	riskName	Риск	riskName
UiSchema	EndowmentChangeStatusSearchViewResultsContent	ui-label	statementApplicationDate	statementApplicationDate	Дата написания заявления клиентом	statementApplicationDate
UiSchema	EndowmentChangeStatusSearchViewResultsContent	ui-label	eventDate	eventDate	Дата события	eventDate
UiSchema	EndowmentChangeStatusSearchViewResultsContent	ui-label	contractNumber	contractNumber	Номер договора	contractNumber
UiSchema	EndowmentChangeStatusSearchViewResultsContent	ui-label	productName	productName	Продукт	productName
UiSchema	EndowmentChangeStatusSearchViewResultsContent	ui-label	productGroupName	productGroupName	Группа продуктов	productGroupName
UiSchema	EndowmentChangeStatusSearchViewResultsContent	ui-label	policyHolderName	policyHolderName	Страхователь	policyHolderName
UiSchema	EndowmentChangeStatusSearchViewResultsContent	ui-label	amountInDocCurrency	amountInDocCurrency	Сумма выплаты (в валюте договора)	amountInDocCurrency
UiSchema	EndowmentChangeStatusSearchViewResultsContent	ui-label	docCurrencyCode	docCurrencyCode	Валюта договора	docCurrencyCode
UiSchema	EndowmentChangeStatusSearchViewResultsContent	ui-label	amountInRubCurrency	amountInRubCurrency	Сумма выплаты (в рублях)	amountInRubCurrency
