ConfigurationType	ConfigurationName	ItemType	TranslationKey	Expression	Translation_ru-RU	Translation_en-US
DataSchema	AdditionalConditions	field-title	gracePeriod	gracePeriod	Льготный период	gracePeriod
DataSchema	AdditionalConditions	field-title	firstInstallmentDeadlineDate	firstInstallmentDeadlineDate	Дата крайнего срока оплаты первого взноса	firstInstallmentDeadlineDate
DataSchema	AdditionalConditions	field-title	coverageDuration	coverageDuration	Время действия покрытия	coverageDuration
DataSchema	AdditionalConditions	field-title	coverageArea	coverageArea	Территория покрытия	coverageArea
UiSchema	AdditionalConditions	ui-label	Additional Conditions	Additional Conditions	Дополнительные условия	Additional Conditions
UiSchema	AdditionalConditions	ui-label	gracePeriod	gracePeriod	Льготный период	gracePeriod
UiSchema	AdditionalConditions	ui-label	firstInstallmentDeadlineDate	firstInstallmentDeadlineDate	Дата крайнего срока оплаты первого взноса	firstInstallmentDeadlineDate
UiSchema	AdditionalConditions	ui-label	coverageDuration	coverageDuration	Время действия покрытия	coverageDuration
UiSchema	AdditionalConditions	ui-label	coverageArea	coverageArea	Территория покрытия	coverageArea
Rule	AdditionalConditionsValidationAdditionalConditions	rule	validation@gracePeriodIsRequired	validationAdditionalConditions	E:Необходимо указать льготный период	E:gracePeriodIsRequired
Rule	AdditionalConditionsValidationAdditionalConditions	rule	validation@firstInstallmentDeadlineDateIsRequired	validationAdditionalConditions	E:Необходимо указать дату крайнего срока оплаты первого взноса	E:firstInstallmentDeadlineDateIsRequired
Rule	AdditionalConditionsValidationAdditionalConditions	rule	validation@coverageAreaIsRequired	validationAdditionalConditions	E:Необходимо указать территорию покрытия	E:coverageAreaIsRequired
