ConfigurationType	ConfigurationName	ItemType	TranslationKey	Expression	Translation_ru-RU	Translation_en-US
ViewConfiguration	InquirySearch	actors	GeneralBackOffice	GeneralBackOffice	GeneralBackOffice	GeneralBackOffice
ViewConfiguration	InquirySearch	rootConfiguration	InquirySearch@Title	InquirySearch	Журнал запросов	InquirySearch
ViewConfiguration	InquirySearch	dataExport	InquirysExport	InquirysExport	Экспорт заявок	InquirysExport
UiSchema	InquirySearchResultsContent	ui-label	Approve inquiry	Approve inquiry	Согласовать	Approve inquiry
UiSchema	InquirySearchResultsContent	ui-label	Export	Export	Экспорт	Export
UiSchema	InquirySearchResultsContent	ui-label	Export Report	Export Report	Выгрузить отчет	Export Report
UiSchema	InquirySearchFiltersContent	ui-label	documentCodeName	documentCodeName	Тип документа	documentCodeName
UiSchema	InquirySearchFiltersContent	ui-label	reasonCode	reasonCode	Класс события	reasonCode
UiSchema	InquirySearchFiltersContent	ui-label	contractNumber	contractNumber	Номер договора	contractNumber
UiSchema	InquirySearchFiltersContent	ui-label	policyHolder	policyHolder	Страхователь	policyHolder
UiSchema	InquirySearchFiltersContent	ui-label	inquiryNumber	inquiryNumber	Номер запроса	inquiryNumber
UiSchema	InquirySearchFiltersContent	ui-label	Inquiry state code	Inquiry state code	Статус запроса	Inquiry state code
UiSchema	InquirySearchResultsContent	ui-label	inquiryNumber	inquiryNumber	Номер запроса	inquiryNumber
UiSchema	InquirySearchResultsContent	ui-label	contractNumber	contractNumber	Номер договора	contractNumber
UiSchema	InquirySearchFiltersContent	ui-label	documentNumber	documentNumber	Номер документа	documentNumber
UiSchema	InquirySearchFiltersContent	ui-label	departmentCodes	departmentCodes	Подразделения	departmentCodes
UiSchema	InquirySearchFiltersContent	ui-label	includedInRussianPostRegister	includedInRussianPostRegister	Включен в реестр для почты РФ	includedInRussianPostRegister
UiSchema	InquirySearchResultsContent	ui-label	inquiryCreatedOn	inquiryCreatedOn	Дата создания запроса	inquiryCreatedOn
UiSchema	InquirySearchResultsContent	ui-label	inquiryStateDescription	inquiryStateDescription	Статус запроса	inquiryStateDescription
UiSchema	InquirySearchResultsContent	ui-label	inquiryDepartmentCodeDescription	inquiryDepartmentCodeDescription	Подразделение	inquiryDepartmentCodeDescription
UiSchema	InquirySearchResultsContent	ui-label	inquiryAssignedOn	inquiryAssignedOn	Исполнитель	inquiryAssignedOn
UiSchema	InquirySearchResultsContent	ui-label	documentNumber	documentNumber	Номер документа	documentNumber
UiSchema	InquirySearchResultsContent	ui-label	receiveDate	receiveDate	Дата поступления заявления в СК	receiveDate
UiSchema	InquirySearchResultsContent	ui-label	applicantFullName	applicantFullName	Заявитель	applicantFullName
UiSchema	InquirySearchResultsContent	ui-label	issueDate	issueDate	Дата заключения	issueDate
UiSchema	InquirySearchResultsContent	ui-label	holderName	holderName	Страхователь	holderName
UiSchema	InquirySearchResultsContent	ui-label	textOfInquiry	textOfInquiry	Текст запроса	textOfInquiry
UiSchema	InquirySearchResultsContent	ui-label	inquiryErrors	inquiryErrors	Ошибки запроса	inquiryErrors
UiSchema	InquirySearchFiltersContent	ui-label	inquiryCreatedFrom	inquiryCreatedFrom	Даты создания запроса, с	inquiryCreatedFrom
UiSchema	InquirySearchFiltersContent	ui-label	inquiryCreatedTo	inquiryCreatedTo	Даты создания запроса, по	inquiryCreatedTo
UiSchema	InquirySearchFiltersContent	ui-label	russianPostRegisterInclusionDateFrom	russianPostRegisterInclusionDateFrom	Дата включения в реестр для почты РФ, с	russianPostRegisterInclusionDateFrom
UiSchema	InquirySearchFiltersContent	ui-label	russianPostRegisterInclusionDateTo	russianPostRegisterInclusionDateTo	Дата включения в реестр для почты РФ, по	russianPostRegisterInclusionDateTo
UiSchema	InquirySearchResultsContent	ui-label	requestIncludedInRussianPostRegister	requestIncludedInRussianPostRegister	Включен в реестр для почты РФ	requestIncludedInRussianPostRegister
UiSchema	InquirySearchResultsContent	ui-label	inclusionDateRussianPostRegister	inclusionDateRussianPostRegister	Дата включения в реестр для почты РФ	inclusionDateRussianPostRegister
