ConfigurationType	ConfigurationName	ItemType	TranslationKey	Expression	Translation_en-US	Translation_ru-RU
ClientAction	AccountingCertificateContractSearchContractButton	ui-message	NeedInputContractNumber	searchContractButton	NeedInputContractNumber	Необходимо заполнить номер договора
DataSchema	AccountingCertificateContract	field-title	number	number	number	Договор
DataSchema	AccountingCertificateContract	field-title	type	type	type	Тип договора
DataSchema	AccountingCertificateContract	field-title	issueDate	issueDate	issueDate	Дата заключения
DataSchema	AccountingCertificateContract	field-title	startDate	startDate	startDate	Дата начала действия
DataSchema	AccountingCertificateContract	field-title	endDate	endDate	endDate	Дата окончания действия
UiSchema	AccountingCertificateContract	ui-label	Contract	Contract	Contract	Договор
UiSchema	AccountingCertificateContract	ui-label	Policy number	Policy number	Policy number	Договор
UiSchema	AccountingCertificateContract	ui-label	Search contract	Search contract	Search contract	Найти договор
UiSchema	AccountingCertificateContract	ui-label	Holder full name	Holder full name	Holder full name	ФИО страхователя
UiSchema	AccountingCertificateContract	ui-label	Contract issue date	Contract issue date	Contract issue date	Дата заключения
UiSchema	AccountingCertificateContract	ui-label	Contract start date	Contract start date	Contract start date	Дата начала действия
UiSchema	AccountingCertificateContract	ui-label	Contract end date	Contract end date	Contract end date	Дата окончания действия
UiSchema	AccountingCertificateContract	ui-label	Contract type	Contract type	Contract type	Тип договора
UiSchema	AccountingCertificateContract	ui-label	Migration status	Migration status	Migration status	Пометка о миграции договора
UiSchema	AccountingCertificateContract	ui-label	isInsurerSendDataToFns	isInsurerSendDataToFns	isInsurerSendDataToFns	Страховщик передает сведения в ФНС
