ApplicationRole	PermissionType	CodeName	ConceptTypeName	AssignedPermission	AssignmentOperator
InvestmentLifeAKCEPTMass	Allow Actor	InvestmentLifeInsuranceReactivation	DocumentConfiguration	Viewer	Add
InvestmentLifeAKBARSMass	Allow Actor	InvestmentLifeInsuranceQuote	DocumentConfiguration	Agent	Add
InvestmentLifeAKBARSMass	Allow Actor	InvestmentLifeInsurancePolicy	DocumentConfiguration	Agent	Add
InvestmentLifeAKBARSMass	Allow Actor	InvestmentLifeInsuranceCancellation	DocumentConfiguration	Viewer	Add
InvestmentLifeAKBARSMass	Allow Actor	InvestmentLifeInsuranceReactivation	DocumentConfiguration	Viewer	Add
InvestmentLifeZENITMass	Allow Actor	InvestmentLifeInsuranceQuote	DocumentConfiguration	Agent	Add
InvestmentLifeZENITMass	Allow Actor	InvestmentLifeInsurancePolicy	DocumentConfiguration	Agent	Add
InvestmentLifeZENITMass	Allow Actor	InvestmentLifeInsuranceCancellation	DocumentConfiguration	Viewer	Add
InvestmentLifeZENITMass	Allow Actor	InvestmentLifeInsuranceReactivation	DocumentConfiguration	Viewer	Add
InvestmentLifePSBVIP	Allow Actor	InvestmentLifeInsuranceQuote	DocumentConfiguration	Agent	Add
InvestmentLifePSBVIP	Allow Actor	InvestmentLifeInsurancePolicy	DocumentConfiguration	Agent	Add
InvestmentLifePSBVIP	Allow Actor	InvestmentLifeInsuranceCancellation	DocumentConfiguration	Viewer	Add
InvestmentLifePSBVIP	Allow Actor	InvestmentLifeInsuranceReactivation	DocumentConfiguration	Viewer	Add
ClaimsGroup	Allow Actor	InvestmentLifeInsurancePolicy	DocumentConfiguration	Claims	Add
InvestmentLifeOASMass	Allow Actor	InvestmentLifeInsuranceQuote	DocumentConfiguration	Agent	Add
InvestmentLifeOASMass	Allow Actor	InvestmentLifeInsurancePolicy	DocumentConfiguration	Agent	Add
InvestmentLifeOASMass	Allow Actor	InvestmentLifeInsuranceCancellation	DocumentConfiguration	Viewer	Add
InvestmentLifeOASMass	Allow Actor	InvestmentLifeInsuranceReactivation	DocumentConfiguration	Viewer	Add
Administrator	Allow Actor	InvestmentLifeInsuranceFinChange	DocumentConfiguration	Operations	Add
OperationsGroup	Allow Actor	InvestmentLifeInsuranceFinChange	DocumentConfiguration	Operations	Add
Administrator	Allow Actor	InvestmentLifeInsuranceNonFinChange	DocumentConfiguration	Operations	Add
OperationsGroup	Allow Actor	InvestmentLifeInsuranceNonFinChange	DocumentConfiguration	Operations	Add
OperationsGroup	Allow Actor	PolicyChangeAmendmentCommentsView	ViewConfiguration	General	Add
Administrator	Allow Actor	PolicyChangeAmendmentCommentsView	ViewConfiguration	General	Add
Administrator	Allow Actor	InvestmentLifeInsuranceNonFinChange	DocumentConfiguration	Methodology	Add
MethodologyGroup	Allow Actor	InvestmentLifeInsuranceNonFinChange	DocumentConfiguration	Methodology	Add
MethodologyDirector	Allow Actor	InvestmentLifeInsuranceNonFinChange	DocumentConfiguration	Methodology	Add
Administrator	Allow Actor	InvestmentLifeInsuranceNonFinChange	DocumentConfiguration	Actuary	Add
ActuaryGroup	Allow Actor	InvestmentLifeInsuranceNonFinChange	DocumentConfiguration	Actuary	Add
ActuaryGroup	Allow Actor	InvestmentLifeInsuranceNonFinChange	DocumentConfiguration	Viewer	Add
ActuaryGroup	Allow Actor	PolicyChangeAmendmentCommentsView	ViewConfiguration	General	Add
Administrator	Allow Actor	InvestmentLifeInsuranceNonFinChange	DocumentConfiguration	Legal	Add
LegalGroup	Allow Actor	InvestmentLifeInsuranceNonFinChange	DocumentConfiguration	Legal	Add
Administrator	Allow Actor	InvestmentLifeInsuranceNonFinChange	DocumentConfiguration	Security	Add
SecurityGroup	Allow Actor	InvestmentLifeInsuranceNonFinChange	DocumentConfiguration	Security	Add
SecurityGroup	Allow Actor	InvestmentLifeInsuranceNonFinChange	DocumentConfiguration	Viewer	Add
SecurityGroup	Allow Actor	PolicyChangeAmendmentCommentsView	ViewConfiguration	General	Add
Administrator	Allow Actor	InvestmentLifeInsuranceNonFinChange	DocumentConfiguration	Underwriting	Add
UnderwritingGroup	Allow Actor	InvestmentLifeInsuranceNonFinChange	DocumentConfiguration	Underwriting	Add
Administrator	Allow Actor	InvestmentLifeInsuranceNonFinChange	DocumentConfiguration	PartnerSalesSupport	Add
PartnerSalesSupportGroup	Allow Actor	InvestmentLifeInsuranceNonFinChange	DocumentConfiguration	PartnerSalesSupport	Add
PartnerSalesSupportGroup	Allow Actor	InvestmentLifeInsuranceNonFinChange	DocumentConfiguration	Viewer	Add
PartnerSalesSupportGroup	Allow Actor	PolicyChangeAmendmentCommentsView	ViewConfiguration	General	Add
Administrator	Allow Actor	InvestmentLifeInsuranceNonFinChange	DocumentConfiguration	ClientServiceCenter	Add
ClientServiceCenterGroup	Allow Actor	InvestmentLifeInsuranceNonFinChange	DocumentConfiguration	ClientServiceCenter	Add
ClientServiceCenterGroup	Allow Actor	InvestmentLifeInsuranceNonFinChange	DocumentConfiguration	Viewer	Add
ClientServiceCenterGroup	Allow Actor	PolicyChangeAmendmentCommentsView	ViewConfiguration	General	Add
Administrator	Allow Actor	InvestmentLifeInsuranceNonFinChange	DocumentConfiguration	CallCenter	Add
CallCenterGroup	Allow Actor	InvestmentLifeInsuranceNonFinChange	DocumentConfiguration	CallCenter	Add
CallCenterGroup	Allow Actor	InvestmentLifeInsuranceNonFinChange	DocumentConfiguration	Viewer	Add
CallCenterGroup	Allow Actor	PolicyChangeAmendmentCommentsView	ViewConfiguration	General	Add
ComplianceGroup	Allow Actor	InvestmentLifeInsuranceQuote	DocumentConfiguration	Underwriter	Add
PodftGroup	Allow Actor	InvestmentLifeInsuranceQuote	DocumentConfiguration	Underwriter	Add
Administrator	Allow Actor	InvestmentLifeInsurancePolicy	DocumentConfiguration	System	Add
General	Allow Actor	InvestmentLifeInsuranceTechnicalAmendment	DocumentConfiguration	System	Add
General	Allow Actor	InvestmentLifeInsuranceTechnicalAmendment	DocumentConfiguration	Viewer	Add
OperationsGroup	Allow Actor	InvestmentLifeInsuranceTechnicalAmendment	DocumentConfiguration	Operations	Add
OperationsGroup	Allow Actor	InvestmentLifeInsuranceQuote	DocumentConfiguration	Underwriter	Add
UKSPGroup	Allow Actor	InvestmentLifeInsuranceQuote	DocumentConfiguration	Underwriter	Add
GeneralBackOffice	Allow Actor	PolicyChangeAmendmentCommentsView	ViewConfiguration	General	Add
GeneralBackOffice	Allow Actor	InvestmentLifeInsuranceNonFinChange	DocumentConfiguration	Viewer	Add
System	Allow Actor	InvestmentLifeInsuranceNonFinChange	DocumentConfiguration	System	Add
System	Allow Actor	InvestmentLifeInsuranceFinChange	DocumentConfiguration	System	Add
SpecificSales	Allow Actor	InvestmentLifeInsuranceQuote	DocumentConfiguration	Agent	Add
SpecificSales	Allow Actor	InvestmentLifeInsurancePolicy	DocumentConfiguration	Agent	Add
InvestmentLifeBFKOVIP	Allow Actor	InvestmentLifeInsuranceQuote	DocumentConfiguration	Agent	Add
InvestmentLifeBFKOVIP	Allow Actor	InvestmentLifeInsurancePolicy	DocumentConfiguration	Agent	Add
InvestmentLifeBFKOVIP	Allow Actor	InvestmentLifeInsuranceCancellation	DocumentConfiguration	Viewer	Add
InvestmentLifeBFKOVIP	Allow Actor	InvestmentLifeInsuranceReactivation	DocumentConfiguration	Viewer	Add
InvestmentLifeSOVKOMVIP	Allow Actor	InvestmentLifeInsuranceQuote	DocumentConfiguration	Agent	Add
InvestmentLifeSOVKOMVIP	Allow Actor	InvestmentLifeInsurancePolicy	DocumentConfiguration	Agent	Add
InvestmentLifeSOVKOMVIP	Allow Actor	InvestmentLifeInsuranceCancellation	DocumentConfiguration	Viewer	Add
InvestmentLifeSOVKOMVIP	Allow Actor	InvestmentLifeInsuranceReactivation	DocumentConfiguration	Viewer	Add
InvestmentLifeROSBANKVIP	Allow Actor	InvestmentLifeInsuranceQuote	DocumentConfiguration	Agent	Add
InvestmentLifeROSBANKVIP	Allow Actor	InvestmentLifeInsurancePolicy	DocumentConfiguration	Agent	Add
InvestmentLifeROSBANKVIP	Allow Actor	InvestmentLifeInsuranceCancellation	DocumentConfiguration	Viewer	Add
InvestmentLifeROSBANKVIP	Allow Actor	InvestmentLifeInsuranceReactivation	DocumentConfiguration	Viewer	Add
InvestmentLifeSMPMass	Allow Actor	InvestmentLifeInsuranceQuote	DocumentConfiguration	Agent	Add
InvestmentLifeSMPMass	Allow Actor	InvestmentLifeInsurancePolicy	DocumentConfiguration	Agent	Add
InvestmentLifeSMPMass	Allow Actor	InvestmentLifeInsuranceCancellation	DocumentConfiguration	Viewer	Add
InvestmentLifeSMPMass	Allow Actor	InvestmentLifeInsuranceReactivation	DocumentConfiguration	Viewer	Add
ExcludeNOTE	Allow Actor	InvestmentLifeInsurancePolicy	DocumentConfiguration	Agent	Add
ExcludeREINVEST	Allow Actor	InvestmentLifeInsurancePolicy	DocumentConfiguration	Agent	Add
ExcludeIDGREINVEST	Allow Actor	InvestmentLifeInsurancePolicy	DocumentConfiguration	Agent	Add
SkipGiftServicesValidationAPI	Allow Actor	InvestmentLifeInsuranceQuote	DocumentConfiguration	Agent	Add
InvestmentLifeREINVESTMass	Allow Actor	InvestmentLifeInsuranceQuote	DocumentConfiguration	Agent	Add
InvestmentLifeREINVESTMass	Allow Actor	InvestmentLifeInsurancePolicy	DocumentConfiguration	Agent	Add
InvestmentLifeREINVESTMass	Allow Actor	InvestmentLifeInsuranceCancellation	DocumentConfiguration	Viewer	Add
InvestmentLifeREINVESTMass	Allow Actor	InvestmentLifeInsuranceReactivation	DocumentConfiguration	Viewer	Add
System	Allow Actor	InvestmentLifeInsurancePolicy	DocumentConfiguration	System	Add
Administrator	Allow Actor	InvestmentLifeInsuranceCancellation	DocumentConfiguration	ContractAdministrator	Add
ContractModification	Allow Actor	InvestmentLifeInsuranceCancellation	DocumentConfiguration	ContractAdministrator	Add
InvestmentLifeVTBMass	Allow Actor	InvestmentLifeInsurancePolicy	DocumentConfiguration	Agent	Add
InvestmentLifeVTBMass	Allow Actor	InvestmentLifeInsuranceCancellation	DocumentConfiguration	Viewer	Add
InvestmentLifeVTBMass	Allow Actor	InvestmentLifeInsuranceReactivation	DocumentConfiguration	Viewer	Add
InvestmentLifeVTBMass	Allow Actor	InvestmentLifeInsuranceQuote	DocumentConfiguration	Agent	Add
InvestmentLifeLIFEINVESTMass	Allow Actor	InvestmentLifeInsurancePolicy	DocumentConfiguration	Agent	Add
InvestmentLifeLIFEINVESTMass	Allow Actor	InvestmentLifeInsuranceCancellation	DocumentConfiguration	Viewer	Add
InvestmentLifeLIFEINVESTMass	Allow Actor	InvestmentLifeInsuranceReactivation	DocumentConfiguration	Viewer	Add
InvestmentLifeLIFEINVESTMass	Allow Actor	InvestmentLifeInsuranceQuote	DocumentConfiguration	Agent	Add
InvestmentLifePBMass	Allow Actor	InvestmentLifeInsurancePolicy	DocumentConfiguration	Agent	Add
InvestmentLifePBMass	Allow Actor	InvestmentLifeInsuranceCancellation	DocumentConfiguration	Viewer	Add
InvestmentLifePBMass	Allow Actor	InvestmentLifeInsuranceReactivation	DocumentConfiguration	Viewer	Add
InvestmentLifePBMass	Allow Actor	InvestmentLifeInsuranceQuote	DocumentConfiguration	Agent	Add
InvestmentLifePSBAffluentNT	Allow Actor	InvestmentLifeInsuranceQuote	DocumentConfiguration	Agent	Add
InvestmentLifePSBAffluentNT	Allow Actor	InvestmentLifeInsurancePolicy	DocumentConfiguration	Agent	Add
InvestmentLifePSBAffluentNT	Allow Actor	InvestmentLifeInsuranceCancellation	DocumentConfiguration	Viewer	Add
InvestmentLifePSBAffluentNT	Allow Actor	InvestmentLifeInsuranceReactivation	DocumentConfiguration	Viewer	Add
Administrator	Allow Actor	InvestmentLifeInsurancePortfolioMovement	DocumentConfiguration	Operations	Add
Administrator	Allow Actor	InvestmentLifeInsurancePortfolioMovement	DocumentConfiguration	Viewer	Add
AccountingGroup	Allow Actor	InvestmentLifeInsurancePortfolioMovement	DocumentConfiguration	Viewer	Add
System	Allow Actor	InvestmentLifeInsurancePortfolioMovement	DocumentConfiguration	System	Add
InvestmentLifeVTBPremiumNT	Allow Actor	InvestmentLifeInsuranceQuote	DocumentConfiguration	Agent	Add
InvestmentLifeVTBPremiumNT	Allow Actor	InvestmentLifeInsurancePolicy	DocumentConfiguration	Agent	Add
InvestmentLifeVTBPremiumNT	Allow Actor	InvestmentLifeInsuranceCancellation	DocumentConfiguration	Viewer	Add
InvestmentLifeVTBPremiumNT	Allow Actor	InvestmentLifeInsuranceReactivation	DocumentConfiguration	Viewer	Add
InvestmentLifeVTBVIPNT	Allow Actor	InvestmentLifeInsuranceQuote	DocumentConfiguration	Agent	Add
InvestmentLifeVTBVIPNT	Allow Actor	InvestmentLifeInsurancePolicy	DocumentConfiguration	Agent	Add
InvestmentLifeVTBVIPNT	Allow Actor	InvestmentLifeInsuranceCancellation	DocumentConfiguration	Viewer	Add
InvestmentLifeVTBVIPNT	Allow Actor	InvestmentLifeInsuranceReactivation	DocumentConfiguration	Viewer	Add
InvestmentLifeVTBMassNT	Allow Actor	InvestmentLifeInsuranceQuote	DocumentConfiguration	Agent	Add
InvestmentLifeVTBMassNT	Allow Actor	InvestmentLifeInsurancePolicy	DocumentConfiguration	Agent	Add
InvestmentLifeVTBMassNT	Allow Actor	InvestmentLifeInsuranceCancellation	DocumentConfiguration	Viewer	Add
InvestmentLifeVTBMassNT	Allow Actor	InvestmentLifeInsuranceReactivation	DocumentConfiguration	Viewer	Add
InvestmentLifePSBMassNT	Allow Actor	InvestmentLifeInsuranceQuote	DocumentConfiguration	Agent	Add
InvestmentLifePSBMassNT	Allow Actor	InvestmentLifeInsurancePolicy	DocumentConfiguration	Agent	Add
InvestmentLifePSBMassNT	Allow Actor	InvestmentLifeInsuranceCancellation	DocumentConfiguration	Viewer	Add
InvestmentLifePSBMassNT	Allow Actor	InvestmentLifeInsuranceReactivation	DocumentConfiguration	Viewer	Add
InvestmentLifeUBRRMass	Allow Actor	InvestmentLifeInsuranceQuote	DocumentConfiguration	Agent	Add
InvestmentLifeUBRRMass	Allow Actor	InvestmentLifeInsurancePolicy	DocumentConfiguration	Agent	Add
InvestmentLifeUBRRMass	Allow Actor	InvestmentLifeInsuranceCancellation	DocumentConfiguration	Viewer	Add
System	Allow Actor	InvestmentLifeInsuranceCancellation	DocumentConfiguration	System	Add
InvestmentLifeUBRRMass	Allow Actor	InvestmentLifeInsuranceReactivation	DocumentConfiguration	Viewer	Add
System	Allow Actor	InvestmentLifeInsuranceReactivation	DocumentConfiguration	System	Add
ExcludeIDGRETVTB	Allow Actor	InvestmentLifeInsurancePolicy	DocumentConfiguration	Agent	Add
SkipCheckAssetAvailableLimit	Allow Actor	InvestmentLifeInsurancePolicy	DocumentConfiguration	Agent	Add
InvestmentLifeEKSPOMass	Allow Actor	InvestmentLifeInsuranceQuote	DocumentConfiguration	Agent	Add
InvestmentLifeEKSPOMass	Allow Actor	InvestmentLifeInsurancePolicy	DocumentConfiguration	Agent	Add
InvestmentLifeEKSPOMass	Allow Actor	InvestmentLifeInsuranceCancellation	DocumentConfiguration	Viewer	Add
InvestmentLifeEKSPOMass	Allow Actor	InvestmentLifeInsuranceReactivation	DocumentConfiguration	Viewer	Add
