ApplicationRole	PermissionType	CodeName	ConceptTypeName	AssignedPermission	AssignmentOperator
SalesDemoGroup	Allow Actor	AccumulatedLifeInsuranceReactivation	DocumentConfiguration	Viewer	Add
AccumulatedLifeAKCEPTMass	Allow Actor	AccumulatedLifeInsuranceQuote	DocumentConfiguration	Agent	Add
AccumulatedLifeAKCEPTMass	Allow Actor	AccumulatedLifeInsurancePolicy	DocumentConfiguration	Agent	Add
AccumulatedLifeAKCEPTMass	Allow Actor	AccumulatedLifeInsuranceCancellation	DocumentConfiguration	Viewer	Add
AccumulatedLifeAKCEPTMass	Allow Actor	AccumulatedLifeInsuranceReactivation	DocumentConfiguration	Viewer	Add
AccumulatedLifeAKBARSMass	Allow Actor	AccumulatedLifeInsuranceQuote	DocumentConfiguration	Agent	Add
AccumulatedLifeAKBARSMass	Allow Actor	AccumulatedLifeInsurancePolicy	DocumentConfiguration	Agent	Add
AccumulatedLifeAKBARSMass	Allow Actor	AccumulatedLifeInsuranceCancellation	DocumentConfiguration	Viewer	Add
AccumulatedLifeAKBARSMass	Allow Actor	AccumulatedLifeInsuranceReactivation	DocumentConfiguration	Viewer	Add
ExcludeERCP2	Allow Actor	AccumulatedLifeInsurancePolicy	DocumentConfiguration	Agent	Add
ExcludeEBMP	Allow Actor	AccumulatedLifeInsurancePolicy	DocumentConfiguration	Agent	Add
ExcludeEBMG	Allow Actor	AccumulatedLifeInsurancePolicy	DocumentConfiguration	Agent	Add
ExcludeEBMOPTIMA	Allow Actor	AccumulatedLifeInsurancePolicy	DocumentConfiguration	Agent	Add
ExcludeEBMGVVTB	Allow Actor	AccumulatedLifeInsurancePolicy	DocumentConfiguration	Agent	Add
ExcludeEBMGVNVTB	Allow Actor	AccumulatedLifeInsurancePolicy	DocumentConfiguration	Agent	Add
ExcludeEBMMGREINVEST	Allow Actor	AccumulatedLifeInsurancePolicy	DocumentConfiguration	Agent	Add
AllowInitiatorChange	Allow Actor	AccumulatedLifeInsurancePolicy	DocumentConfiguration	Agent	Add
AllowInitiatorChangeOAS	Allow Actor	AccumulatedLifeInsurancePolicy	DocumentConfiguration	Agent	Add
AllowExportCredit	Allow Actor	AccumulatedLifeInsurancePolicy	DocumentConfiguration	Agent	Add
AccumulatedLifeZENITMass	Allow Actor	AccumulatedLifeInsuranceQuote	DocumentConfiguration	Agent	Add
AccumulatedLifeZENITMass	Allow Actor	AccumulatedLifeInsurancePolicy	DocumentConfiguration	Agent	Add
AccumulatedLifeZENITMass	Allow Actor	AccumulatedLifeInsuranceCancellation	DocumentConfiguration	Viewer	Add
AccumulatedLifeZENITMass	Allow Actor	AccumulatedLifeInsuranceReactivation	DocumentConfiguration	Viewer	Add
ClaimsGroup	Allow Actor	AccumulatedLifeInsurancePolicy	DocumentConfiguration	Claims	Add
AccumulatedLifeOASMass	Allow Actor	AccumulatedLifeInsuranceQuote	DocumentConfiguration	Agent	Add
AccumulatedLifeOASMass	Allow Actor	AccumulatedLifeInsurancePolicy	DocumentConfiguration	Agent	Add
AccumulatedLifeOASMass	Allow Actor	AccumulatedLifeInsuranceCancellation	DocumentConfiguration	Viewer	Add
AccumulatedLifeOASMass	Allow Actor	AccumulatedLifeInsuranceReactivation	DocumentConfiguration	Viewer	Add
Administrator	Allow Actor	AccumulatedLifeInsuranceNonFinChange	DocumentConfiguration	Operations	Add
OperationsGroup	Allow Actor	AccumulatedLifeInsuranceNonFinChange	DocumentConfiguration	Operations	Add
Administrator	Allow Actor	AccumulatedLifeInsuranceFinChange	DocumentConfiguration	Operations	Add
OperationsGroup	Allow Actor	AccumulatedLifeInsuranceFinChange	DocumentConfiguration	Operations	Add
OperationsGroup	Allow Actor	PolicyChangeAmendmentCommentsView	ViewConfiguration	General	Add
Administrator	Allow Actor	PolicyChangeAmendmentCommentsView	ViewConfiguration	General	Add
Administrator	Allow Actor	AccumulatedLifeInsuranceNonFinChange	DocumentConfiguration	Methodology	Add
MethodologyGroup	Allow Actor	AccumulatedLifeInsuranceNonFinChange	DocumentConfiguration	Methodology	Add
MethodologyDirector	Allow Actor	AccumulatedLifeInsuranceNonFinChange	DocumentConfiguration	Methodology	Add
Administrator	Allow Actor	AccumulatedLifeInsuranceNonFinChange	DocumentConfiguration	Actuary	Add
ActuaryGroup	Allow Actor	AccumulatedLifeInsuranceNonFinChange	DocumentConfiguration	Actuary	Add
ActuaryGroup	Allow Actor	AccumulatedLifeInsuranceNonFinChange	DocumentConfiguration	Viewer	Add
ActuaryGroup	Allow Actor	PolicyChangeAmendmentCommentsView	ViewConfiguration	General	Add
Administrator	Allow Actor	AccumulatedLifeInsuranceNonFinChange	DocumentConfiguration	Legal	Add
LegalGroup	Allow Actor	AccumulatedLifeInsuranceNonFinChange	DocumentConfiguration	Legal	Add
Administrator	Allow Actor	AccumulatedLifeInsuranceNonFinChange	DocumentConfiguration	Security	Add
SecurityGroup	Allow Actor	AccumulatedLifeInsuranceNonFinChange	DocumentConfiguration	Security	Add
SecurityGroup	Allow Actor	AccumulatedLifeInsuranceNonFinChange	DocumentConfiguration	Viewer	Add
SecurityGroup	Allow Actor	PolicyChangeAmendmentCommentsView	ViewConfiguration	General	Add
Administrator	Allow Actor	AccumulatedLifeInsuranceNonFinChange	DocumentConfiguration	Underwriting	Add
UnderwritingGroup	Allow Actor	AccumulatedLifeInsuranceNonFinChange	DocumentConfiguration	Underwriting	Add
Administrator	Allow Actor	AccumulatedLifeInsuranceNonFinChange	DocumentConfiguration	PartnerSalesSupport	Add
PartnerSalesSupportGroup	Allow Actor	AccumulatedLifeInsuranceNonFinChange	DocumentConfiguration	PartnerSalesSupport	Add
PartnerSalesSupportGroup	Allow Actor	AccumulatedLifeInsuranceNonFinChange	DocumentConfiguration	Viewer	Add
PartnerSalesSupportGroup	Allow Actor	PolicyChangeAmendmentCommentsView	ViewConfiguration	General	Add
Administrator	Allow Actor	AccumulatedLifeInsuranceNonFinChange	DocumentConfiguration	ClientServiceCenter	Add
ClientServiceCenterGroup	Allow Actor	AccumulatedLifeInsuranceNonFinChange	DocumentConfiguration	ClientServiceCenter	Add
ClientServiceCenterGroup	Allow Actor	AccumulatedLifeInsuranceNonFinChange	DocumentConfiguration	Viewer	Add
ClientServiceCenterGroup	Allow Actor	PolicyChangeAmendmentCommentsView	ViewConfiguration	General	Add
Administrator	Allow Actor	AccumulatedLifeInsuranceNonFinChange	DocumentConfiguration	CallCenter	Add
CallCenterGroup	Allow Actor	AccumulatedLifeInsuranceNonFinChange	DocumentConfiguration	CallCenter	Add
CallCenterGroup	Allow Actor	AccumulatedLifeInsuranceNonFinChange	DocumentConfiguration	Viewer	Add
CallCenterGroup	Allow Actor	PolicyChangeAmendmentCommentsView	ViewConfiguration	General	Add
ComplianceGroup	Allow Actor	AccumulatedLifeInsuranceQuote	DocumentConfiguration	Underwriter	Add
PodftGroup	Allow Actor	AccumulatedLifeInsuranceQuote	DocumentConfiguration	Underwriter	Add
Administrator	Allow Actor	AccumulatedLifeInsurancePolicy	DocumentConfiguration	System	Add
General	Allow Actor	AccumulatedLifeInsuranceTechnicalAmendment	DocumentConfiguration	System	Add
General	Allow Actor	AccumulatedLifeInsuranceTechnicalAmendment	DocumentConfiguration	Viewer	Add
OperationsGroup	Allow Actor	AccumulatedLifeInsuranceTechnicalAmendment	DocumentConfiguration	Operations	Add
OperationsGroup	Allow Actor	AccumulatedLifeInsuranceQuote	DocumentConfiguration	Underwriter	Add
UKSPGroup	Allow Actor	AccumulatedLifeInsuranceQuote	DocumentConfiguration	Underwriter	Add
AccumulatedLifeMINBANK	Allow Actor	AccumulatedLifeInsuranceQuote	DocumentConfiguration	Agent	Add
AccumulatedLifeMINBANK	Allow Actor	AccumulatedLifeInsurancePolicy	DocumentConfiguration	Agent	Add
AccumulatedLifeMINBANK	Allow Actor	AccumulatedLifeInsuranceCancellation	DocumentConfiguration	Viewer	Add
AccountingGroup	Allow Actor	AccumulatedLifeInsuranceCancellation	DocumentConfiguration	Accounting	Add
AccountingGroup	Allow Actor	AccumulatedLifeInsuranceCancellation	DocumentConfiguration	Viewer	Add
AccumulatedLifeMINBANK	Allow Actor	AccumulatedLifeInsuranceReactivation	DocumentConfiguration	Viewer	Add
GeneralBackOffice	Allow Actor	PolicyChangeAmendmentCommentsView	ViewConfiguration	General	Add
GeneralBackOffice	Allow Actor	AccumulatedLifeInsuranceNonFinChange	DocumentConfiguration	Viewer	Add
System	Allow Actor	AccumulatedLifeInsuranceNonFinChange	DocumentConfiguration	System	Add
System	Allow Actor	AccumulatedLifeInsuranceFinChange	DocumentConfiguration	System	Add
SpecificSales	Allow Actor	AccumulatedLifeInsuranceQuote	DocumentConfiguration	Agent	Add
SpecificSales	Allow Actor	AccumulatedLifeInsurancePolicy	DocumentConfiguration	Agent	Add
AccumulatedLifeSMPMass	Allow Actor	AccumulatedLifeInsuranceQuote	DocumentConfiguration	Agent	Add
AccumulatedLifeSMPMass	Allow Actor	AccumulatedLifeInsuranceReactivation	DocumentConfiguration	Viewer	Add
AccumulatedLifeSMPMass	Allow Actor	AccumulatedLifeInsurancePolicy	DocumentConfiguration	Agent	Add
AccumulatedLifeSMPMass	Allow Actor	AccumulatedLifeInsuranceCancellation	DocumentConfiguration	Viewer	Add
SkipAttachmentsValidationAPI	Allow Actor	AccumulatedLifeInsurancePolicy	DocumentConfiguration	Agent	Add
AccumulatedLifeREINVESTMass	Allow Actor	AccumulatedLifeInsuranceQuote	DocumentConfiguration	Agent	Add
AccumulatedLifeREINVESTMass	Allow Actor	AccumulatedLifeInsuranceReactivation	DocumentConfiguration	Viewer	Add
AccumulatedLifeREINVESTMass	Allow Actor	AccumulatedLifeInsurancePolicy	DocumentConfiguration	Agent	Add
AccumulatedLifeREINVESTMass	Allow Actor	AccumulatedLifeInsuranceCancellation	DocumentConfiguration	Viewer	Add
SeniorReinsuranceSpecialist	Allow Actor	AccumulatedLifeInsurancePolicy	DocumentConfiguration	Viewer	Add
ReinsuranceCommon	Allow Actor	AccumulatedLifeInsurancePolicy	DocumentConfiguration	Viewer	Add
ReinsuranceSpecialist	Allow Actor	AccumulatedLifeInsurancePolicy	DocumentConfiguration	Viewer	Add
System	Allow Actor	AccumulatedLifeInsurancePolicy	DocumentConfiguration	System	Add
Administrator	Allow Actor	AccumulatedLifeInsuranceCancellation	DocumentConfiguration	ContractAdministrator	Add
ContractModification	Allow Actor	AccumulatedLifeInsuranceCancellation	DocumentConfiguration	ContractAdministrator	Add
AccumulatedLifeLIFEINVESTMass	Allow Actor	AccumulatedLifeInsurancePolicy	DocumentConfiguration	Agent	Add
AccumulatedLifeLIFEINVESTMass	Allow Actor	AccumulatedLifeInsuranceCancellation	DocumentConfiguration	Viewer	Add
AccumulatedLifeLIFEINVESTMass	Allow Actor	AccumulatedLifeInsuranceReactivation	DocumentConfiguration	Viewer	Add
AccumulatedLifeLIFEINVESTMass	Allow Actor	AccumulatedLifeInsuranceQuote	DocumentConfiguration	Agent	Add
AccumulatedLifePBMass	Allow Actor	AccumulatedLifeInsurancePolicy	DocumentConfiguration	Agent	Add
AccumulatedLifePBMass	Allow Actor	AccumulatedLifeInsuranceCancellation	DocumentConfiguration	Viewer	Add
AccumulatedLifePBMass	Allow Actor	AccumulatedLifeInsuranceReactivation	DocumentConfiguration	Viewer	Add
AccumulatedLifePBMass	Allow Actor	AccumulatedLifeInsuranceQuote	DocumentConfiguration	Agent	Add
AccumulatedLifePSBAffluentNT	Allow Actor	AccumulatedLifeInsuranceQuote	DocumentConfiguration	Agent	Add
AccumulatedLifePSBAffluentNT	Allow Actor	AccumulatedLifeInsurancePolicy	DocumentConfiguration	Agent	Add
AccumulatedLifePSBAffluentNT	Allow Actor	AccumulatedLifeInsuranceCancellation	DocumentConfiguration	Viewer	Add
AccumulatedLifePSBAffluentNT	Allow Actor	AccumulatedLifeInsuranceReactivation	DocumentConfiguration	Viewer	Add
Administrator	Allow Actor	AccumulatedLifeInsurancePortfolioMovement	DocumentConfiguration	Operations	Add
Administrator	Allow Actor	AccumulatedLifeInsurancePortfolioMovement	DocumentConfiguration	Viewer	Add
AccountingGroup	Allow Actor	AccumulatedLifeInsurancePortfolioMovement	DocumentConfiguration	Viewer	Add
System	Allow Actor	AccumulatedLifeInsurancePortfolioMovement	DocumentConfiguration	System	Add
AccumulatedLifeVTBPremiumNT	Allow Actor	AccumulatedLifeInsuranceQuote	DocumentConfiguration	Agent	Add
AccumulatedLifeVTBPremiumNT	Allow Actor	AccumulatedLifeInsurancePolicy	DocumentConfiguration	Agent	Add
AccumulatedLifeVTBPremiumNT	Allow Actor	AccumulatedLifeInsuranceCancellation	DocumentConfiguration	Viewer	Add
AccumulatedLifeVTBPremiumNT	Allow Actor	AccumulatedLifeInsuranceReactivation	DocumentConfiguration	Viewer	Add
AccumulatedLifeVTBVIPNT	Allow Actor	AccumulatedLifeInsuranceQuote	DocumentConfiguration	Agent	Add
AccumulatedLifeVTBVIPNT	Allow Actor	AccumulatedLifeInsurancePolicy	DocumentConfiguration	Agent	Add
AccumulatedLifeVTBVIPNT	Allow Actor	AccumulatedLifeInsuranceCancellation	DocumentConfiguration	Viewer	Add
AccumulatedLifeVTBVIPNT	Allow Actor	AccumulatedLifeInsuranceReactivation	DocumentConfiguration	Viewer	Add
AccumulatedLifeVTBMassNT	Allow Actor	AccumulatedLifeInsuranceQuote	DocumentConfiguration	Agent	Add
AccumulatedLifeVTBMassNT	Allow Actor	AccumulatedLifeInsurancePolicy	DocumentConfiguration	Agent	Add
AccumulatedLifeVTBMassNT	Allow Actor	AccumulatedLifeInsuranceCancellation	DocumentConfiguration	Viewer	Add
AccumulatedLifeVTBMassNT	Allow Actor	AccumulatedLifeInsuranceReactivation	DocumentConfiguration	Viewer	Add
AccumulatedLifePSBMassNT	Allow Actor	AccumulatedLifeInsuranceQuote	DocumentConfiguration	Agent	Add
AccumulatedLifePSBMassNT	Allow Actor	AccumulatedLifeInsurancePolicy	DocumentConfiguration	Agent	Add
AccumulatedLifePSBMassNT	Allow Actor	AccumulatedLifeInsuranceCancellation	DocumentConfiguration	Viewer	Add
AccumulatedLifePSBMassNT	Allow Actor	AccumulatedLifeInsuranceReactivation	DocumentConfiguration	Viewer	Add
AccumulatedLifeUBRRMass	Allow Actor	AccumulatedLifeInsuranceQuote	DocumentConfiguration	Agent	Add
AccumulatedLifeUBRRMass	Allow Actor	AccumulatedLifeInsurancePolicy	DocumentConfiguration	Agent	Add
AccumulatedLifeUBRRMass	Allow Actor	AccumulatedLifeInsuranceCancellation	DocumentConfiguration	Viewer	Add
System	Allow Actor	AccumulatedLifeInsuranceCancellation	DocumentConfiguration	System	Add
AccumulatedLifeUBRRMass	Allow Actor	AccumulatedLifeInsuranceReactivation	DocumentConfiguration	Viewer	Add
System	Allow Actor	AccumulatedLifeInsuranceReactivation	DocumentConfiguration	System	Add
StartDateManualCorrection	Allow Actor	AccumulatedLifeInsuranceQuote	DocumentConfiguration	Operations	Add
AccumulatedLifeEKSPOMass	Allow Actor	AccumulatedLifeInsuranceQuote	DocumentConfiguration	Agent	Add
AccumulatedLifeEKSPOMass	Allow Actor	AccumulatedLifeInsurancePolicy	DocumentConfiguration	Agent	Add
AccumulatedLifeEKSPOMass	Allow Actor	AccumulatedLifeInsuranceCancellation	DocumentConfiguration	Viewer	Add
AccumulatedLifeEKSPOMass	Allow Actor	AccumulatedLifeInsuranceReactivation	DocumentConfiguration	Viewer	Add
