ConfigurationType	ConfigurationName	ItemType	TranslationKey	Expression	Translation_ru-RU	Translation_en-US
DocumentConfiguration	AACancellationAmendment	actors	AdministratorAA	AdministratorAA	Администратор АД	AdministratorAA
DocumentConfiguration	AACancellationAmendment	actors	General	General	Общий	General
DocumentFlowDefinition	AACancellationAmendmentFlow	transitions	transitions@DraftToAnnulled@Title	DraftToAnnulled	Аннулировать	DraftToAnnulled
DocumentFlowDefinition	AACancellationAmendmentFlow	transitions	transitions@DraftToActivated@Title	DraftToActivated	Активировать	DraftToActivated
DocumentFlowDefinition	AACancellationAmendmentFlow	transitions	transitions@ActivatedToAnnulled@Title	ActivatedToAnnulled	Аннулировать	ActivatedToAnnulled
DocumentFlowDefinition	AACancellationAmendmentFlow	operations	operations@Save@Title	Save	Сохранить	Save
DocumentFlowDefinition	AACancellationAmendmentFlow	states	states@Draft	Draft	Заявление	Draft
DocumentFlowDefinition	AACancellationAmendmentFlow	states	states@Activated	Activated	Действует	Activated
DocumentFlowDefinition	AACancellationAmendmentFlow	states	states@Annulled	Annulled	Аннулирован	Annulled
UiSchema	AACancellationAmendmentMainContent	ui-label	amendment	amendment	ДС	amendment
UiSchema	AACancellationAmendmentMainContent	ui-label	Main attributes	Main attributes	Основная информация	Main attributes
UiSchema	AACancellationAmendmentMainContent	ui-label	cancellationDate	cancellationDate	Дата расторжения	cancellationDate
UiSchema	AACancellationAmendmentMainContent	ui-label	documentStatus	documentStatus	История статусов	documentStatus
Rule	AACancellationAmendmentRootLevelValidation	rule	validation@cancellationDateRequired	rootLevelValidation	E: Дата расторжения обязательна	E: validation@cancellationDateRequired
Rule	AACancellationAmendmentRootLevelValidation	rule	validation@cancellationDateIsRequired	rootLevelValidation	E: Дата расторжения обязательна	E: validation@cancellationDateIsRequired
Rule	AACancellationAmendmentRootLevelValidation	rule	validation@cancellationDateShouldbeGreaterOrEqualToDocStartDate	rootLevelValidation	E: Дата расторжения должна быть больше или равна дате начала документа	E: validation@cancellationDateShouldbeGreaterOrEqualToDocStartDate
Rule	AACancellationAmendmentRootLevelValidation	rule	validation@cancellationDateShouldbeLesserOrEqualToDocEndDate	rootLevelValidation	E: Дата расторжения должна быть меньше или равна дате окончания документа	E: validation@cancellationDateShouldbeLesserOrEqualToDocEndDate
DocumentConfiguration	AACancellationAmendment	rootConfiguration	AACancellationAmendment@Title	AACancellationAmendment	ДС на расторжение	AACancellationAmendment
DataSchema	AACancellationAmendment	field-title	commentIsRequired	commentIsRequired	Комментарий обязателен для заполнения	commentIsRequired
DataSchema	AACancellationAmendment	field-title	commentAuthorIsRequired	commentAuthorIsRequired	Необходимо указать автора комментария	commentAuthorIsRequired
Rule	AACancellationAmendmentRootLevelValidation	rule	validation@AmendmentManualDocumentNumberIsRequired	rootLevelValidation	E: Номер ДС обязателен	E: AmendmentManualDocumentNumberIsRequired
Rule	AACancellationAmendmentDraftToActivatedTransitionRule	rule	validation@otherNonActiveAmendmentsFound	DraftToActivated	"E: Невозможно активировать ДС. Найдены предыдущие ДС в статусе ""Заявление"""	E: validation@otherNonActiveAmendmentsFound
DocumentConfiguration	AACancellationAmendment	actors	ViewerAA	ViewerAA	Просмотр	ViewerAA
